Date,z_score,spread_change,spread_vol_20,spread_ret,adf_p_252,hurst_252,adf_stationary,hurst_mr,regime_score,y
2020-12-31,0.1156632439680623,-0.0168355616800641,0.0114197188724867,-0.0168355616800642,0.4054752417104573,0.3445175132148249,0,1,1,1
2021-01-04,0.3987985930226348,0.0144107966418416,0.0115437349314724,0.0144107966418414,0.4115010184614176,0.3437829532436409,0,1,1,1
2021-01-05,0.6924009327629909,0.0149244330732987,0.0115200989407423,0.0149244330732989,0.4037362733473595,0.3434151083392415,0,1,1,1
2021-01-06,0.1609715502588589,-0.0261867866618472,0.0126442076477823,-0.0261867866618473,0.4066426255066775,0.3418909337069842,0,1,1,0
2021-01-07,0.1342493782771792,-0.0010826650639126,0.0135872973827588,-0.0010826650639125,0.3965464466904268,0.3403217328772773,0,1,1,0
2021-01-08,0.1146373353868673,-0.0007162734224173,0.0143878594412313,-0.0007162734224176,0.3908820855802439,0.3382532781929656,0,1,1,1
2021-01-11,-0.1529404754923356,-0.0129710817789394,0.0158609757782616,-0.0129710817789393,0.3924318932265868,0.3364321788726628,0,1,1,1
2021-01-12,-0.1877992079315464,-0.0014952355829929,0.0167813771683067,-0.0014952355829926,0.4165777944126607,0.3338001835349684,0,1,1,1
2021-01-13,-0.2132573536760076,-0.0010415799951402,0.0172200611295844,-0.0010415799951402,0.4130356297431785,0.3313699000797807,0,1,1,0
2021-01-14,-0.1509448184922746,0.0032146140534834,0.0171603934161432,0.0032146140534834,0.4146215118792257,0.3291384472827905,0,1,1,1
2021-01-15,-0.0931109416031565,0.0030061703968597,0.0167173719877615,0.0030061703968598,0.4287338548635699,0.3265138861658581,0,1,1,0
2021-01-19,-0.0951367429625256,8.488877057333255e-05,0.0154722347574932,8.488877057306584e-05,0.4078147473683661,0.3239006807795594,0,1,1,0
2021-01-20,0.1577767711238424,0.012484344317138,0.0138501864727645,0.0124843443171382,0.4215587260240719,0.3211918250326362,0,1,1,0
2021-01-21,0.2507886132700324,0.0047380186706531,0.0135636766186046,0.0047380186706533,0.4296471871995049,0.3175669854113201,0,1,1,1
2021-01-22,0.0968331147229654,-0.0072780359712378,0.0127570806481071,-0.0072780359712382,0.4325556645734779,0.3142656166690616,0,1,1,0
2021-01-25,0.274620131493804,0.0087928025574934,0.012416379240183,0.0087928025574938,0.4277492153885274,0.3111495684202702,0,1,1,1
2021-01-26,0.3340234056998329,0.0030703259844084,0.0119243647738292,0.0030703259844083,0.4206631710810259,0.3075872944867679,0,1,1,1
2021-01-27,0.2786990484283642,-0.002475574927403,0.0119334326766786,-0.002475574927403,0.3983875318046486,0.3040915895384229,0,1,1,1
2021-01-28,0.2028124143965624,-0.0034614543201278,0.0115865196611775,-0.003461454320128,0.3943564505169053,0.3010840006993164,0,1,1,1
2021-01-29,0.177549152337553,-0.0009922298661351,0.0111746365426233,-0.0009922298661349,0.3656304880112345,0.298439944625798,0,1,1,1
2021-02-01,0.1809415966199256,0.0003843671650729,0.0112064552006606,0.0003843671650727,0.3745345265154994,0.2961978149705812,0,1,1,1
2021-02-02,0.1353445845526049,-0.0019427843472152,0.0109004588109656,-0.0019427843472153,0.3424387769096183,0.294062067922932,0,1,1,0
2021-02-03,0.1070430836252058,-0.0011283383635154,0.0089180132454887,-0.0011283383635152,0.354861424761055,0.2925783133376997,0,1,1,0
2021-02-04,-0.1950462418472867,-0.0141505065025122,0.0092401587828222,-0.0141505065025121,0.3324722067564494,0.2910206550266657,0,1,1,0
2021-02-05,0.0058098020137147,0.0097727246628926,0.0092349558601575,0.0097727246628925,0.3303182162550125,0.2903400784682945,0,1,1,0
2021-02-08,0.0532578566249859,0.0025007137358672,0.0092435142544895,0.0025007137358673,0.3355678991448422,0.2894892708374539,0,1,1,1
2021-02-09,0.1854782424261498,0.0064935198970461,0.0089542720410515,0.0064935198970459,0.3505785772287412,0.2891347050570889,0,1,1,0
2021-02-10,0.2322378437280881,0.0024449517378535,0.0084984485406967,0.0024449517378535,0.3394500437050356,0.2886521161151885,0,1,1,0
2021-02-11,0.3025345988116539,0.0035324699983831,0.0079053087421049,0.0035324699983833,0.345751329368908,0.2879932594067195,0,1,1,1
2021-02-12,0.1775734095312987,-0.0056047543899673,0.0071084790178808,-0.0056047543899674,0.3556886264617919,0.2870418580538811,0,1,1,0
2021-02-16,-0.0275213770937936,-0.0093416699500803,0.0065287140939415,-0.00934166995008,0.3592155805770148,0.2869850250839337,0,1,1,0
2021-02-17,-0.2759399574128201,-0.0113640704161315,0.0069480240607865,-0.0113640704161315,0.355707476183925,0.2872580668826939,0,1,1,0
2021-02-18,-0.2347215116525669,0.0020886081528384,0.0076989675977411,0.002088608152838,0.3639298691469668,0.2875409716167,0,1,1,0
2021-02-19,-0.2234756176638759,0.0006979304379561,0.0081743298131762,0.0006979304379563,0.3722646968522608,0.2881679305506439,0,1,1,0
2021-02-22,-0.3374029503208084,-0.0051175374524072,0.0090753515417421,-0.005117537452407,0.3903936138380214,0.2892260986586738,0,1,1,0
2021-02-23,-0.4870889212497446,-0.0067986129427812,0.0102979421376519,-0.0067986129427813,0.3408539646833535,0.2905563821179088,0,1,1,0
2021-02-24,-0.4980717760676527,-0.0004440277334332,0.0110213347779205,-0.0004440277334333,0.3629921180058226,0.2922292247845664,0,1,1,0
2021-02-25,-0.6376687748778642,-0.0063690498014414,0.0122126183888621,-0.0063690498014416,0.3236694419970519,0.2943613199681261,0,1,1,0
2021-02-26,-0.7563579684919132,-0.0054279485513699,0.0137392255409551,-0.0054279485513699,0.374390519053679,0.2972122583415325,0,1,1,0
2021-03-01,-0.821467036219682,-0.0030405686613077,0.0151672576039114,-0.0030405686613076,0.4268878221690682,0.3007345375270958,0,1,1,0
2021-03-02,-0.5304271967452896,0.0135361245633012,0.015207058550009,0.013536124563301,0.4143803933850064,0.3053117404131472,0,1,1,0
2021-03-03,-0.8393970090416502,-0.0142329915408758,0.0161485249576211,-0.0142329915408755,0.4538235327822421,0.3099641290626012,0,1,1,0
2021-03-04,-0.8682762052592118,-0.0013273028518918,0.0169278921252315,-0.0013273028518918,0.4917127598272299,0.3170674631300997,0,1,1,1
2021-03-05,-0.889389622808307,-0.0011291049596855,0.0179535742060645,-0.0011291049596855,0.4270823762288594,0.3247841917442258,0,1,1,1
2021-03-08,-1.0370403871638234,-0.0070487938505623,0.0190551928953085,-0.0070487938505624,0.3802875520834338,0.3399926246440722,0,1,1,1
