Date,z_score,spread_change,spread_vol_20,spread_ret,adf_p_252,hurst_252,adf_stationary,hurst_mr,regime_score,y
2020-12-31,-0.1053627183070642,-0.0147787481111199,0.0058355747001709,-0.0147787481111204,0.2010577174673187,0.2898262354606989,0,1,1,0
2021-01-04,0.4877062734967366,0.0172837112114061,0.0055781264989667,0.017283711211406,0.2021034805980185,0.2885549353483941,0,1,1,1
2021-01-05,0.8171876252711646,0.0096950219648643,0.0058150652514524,0.0096950219648647,0.2067939754705073,0.2882962425728136,0,1,1,1
2021-01-06,0.2415175213344167,-0.0165069625171114,0.0060509011108509,-0.0165069625171111,0.2096136375677631,0.2869390085493972,0,1,1,1
2021-01-07,0.2930273432848185,0.0016021460820119,0.0061723325695189,0.0016021460820112,0.2045096716112444,0.285205996878324,0,1,1,1
2021-01-08,0.2225558266663973,-0.0019083942638551,0.0063740201283909,-0.0019083942638544,0.2028699102400777,0.2832275578275785,0,1,1,1
2021-01-11,-0.1677399884623181,-0.011140323817409,0.0072754425501034,-0.0111403238174096,0.1950073105769858,0.2813466219817336,0,1,1,1
2021-01-12,-0.1043728157565629,0.0019068054015773,0.0078452266608096,0.0019068054015778,0.1981176172700499,0.2785727544505035,0,1,1,1
2021-01-13,-0.1288399915601566,-0.0006111346202732,0.0081593370834338,-0.0006111346202733,0.1939876144979833,0.2761292426529111,0,1,1,1
2021-01-14,-0.0273153811682855,0.0029840298411936,0.0083336433580508,0.0029840298411937,0.1947436968724803,0.2739429961017379,0,1,1,0
2021-01-15,-0.0553994832166082,-0.0007184972667739,0.0083435223693504,-0.0007184972667743,0.1993278532752975,0.2717066081046373,0,1,1,1
2021-01-19,-0.1408576332963661,-0.0023645173986537,0.0082565521484344,-0.0023645173986534,0.1908206951225254,0.2695648265173225,0,1,1,1
2021-01-20,0.0044428329854348,0.0042160900692582,0.0082356752215393,0.0042160900692583,0.1961130770349138,0.2672892003695696,0,1,1,1
2021-01-21,0.0801127753169262,0.0022560099265644,0.0081963095480152,0.002256009926564,0.2003181602335462,0.264856407146766,0,1,1,0
2021-01-22,-0.188443264895888,-0.0075850089564935,0.0081993872582341,-0.0075850089564931,0.204716344239978,0.2629746673980083,0,1,1,1
2021-01-25,-0.0541360854335162,0.0038758535338447,0.0079734057834882,0.0038758535338446,0.206162857694202,0.2608367061933222,0,1,1,0
2021-01-26,-0.0111428107517762,0.0012734068423063,0.0075012537017327,0.0012734068423061,0.2047289459480941,0.2585224855118506,0,1,1,1
2021-01-27,0.0014260333051586,0.0004122098301002,0.0074782092091434,0.000412209830101,0.2003664603689247,0.2561901784865197,0,1,1,0
2021-01-28,-0.111023745567543,-0.003146919220661,0.00724676964749,-0.003146919220661,0.2014482789681745,0.2539994638459361,0,1,1,0
2021-01-29,-0.0958943993031393,0.0004918005869667,0.0069992056551437,0.0004918005869662,0.1925498957118038,0.2518928831391875,0,1,1,0
2021-02-01,-0.0920678296389127,0.0001612550327911,0.0069265011067469,0.0001612550327912,0.1933604615212919,0.2499175978914206,0,1,1,0
2021-02-02,0.0089979655203714,0.0029534983368928,0.0063533998825846,0.0029534983368932,0.1775502544733641,0.2479622876920944,0,1,1,0
2021-02-03,-0.0206710196430055,-0.0007614381384142,0.0036752637194437,-0.0007614381384142,0.1814932309438737,0.2463631806051434,0,1,1,0
2021-02-04,-0.3575880989891286,-0.0094383503722199,0.0038351431664345,-0.0094383503722207,0.1751144610481315,0.2447327645055758,0,1,1,1
2021-02-05,-0.1996212030478471,0.0045448060485191,0.0032669136814437,0.0045448060485195,0.1766435483903556,0.2440890266506504,0,1,1,1
2021-02-08,-0.1430647560575631,0.0016900309973784,0.0027169129071168,0.0016900309973786,0.1773633426936416,0.2431218483235711,0,1,1,1
2021-02-09,0.0852340216795196,0.006538152976208,0.0029086470526111,0.006538152976208,0.1803541132454973,0.2424570866158211,0,1,1,0
2021-02-10,0.1145236699832889,0.0009289602295323,0.0031991689362515,0.0009289602295323,0.1704366772547603,0.241674456425528,0,1,1,1
2021-02-11,0.1179294200239927,0.0001943154310213,0.0034125364564845,0.0001943154310209,0.1752447476313053,0.2408613245363285,0,1,1,1
