Date,z_score,spread_change,spread_vol_20,spread_ret,adf_p_252,hurst_252,adf_stationary,hurst_mr,regime_score
2020-12-31,0.40018323093152025,-0.010833657396113416,0.027750357101159737,-0.010833657396114305,0.5613744668410723,0.3654003119113828,0,1,1
2021-01-04,0.9365646728939868,0.07678572274080686,0.035099040601523884,0.07678572274080789,0.5527213883281312,0.36352154560529193,0,1,1
2021-01-05,0.9804102165170342,0.0071664179496337965,0.040991664990768915,0.007166417949633784,0.5784521813265348,0.36005573713766964,0,1,1
2021-01-06,1.0314775013390525,0.008211850133976739,0.0470274608305423,0.008211850133976007,0.5755828163261875,0.35651527976466313,0,1,1
2021-01-07,0.9322945705044882,-0.013155460387600293,0.050561307250740144,-0.013155460387600284,0.5928999128994236,0.35300766250239196,0,1,1
2021-01-08,0.5106216825306811,-0.059444950733896995,0.049701716909366006,-0.0594449507338979,0.5936954885797776,0.350108917632951,0,1,1
2021-01-11,0.4035725042747969,-0.014736199417171747,0.0480747686767988,-0.014736199417171726,0.5681378135828863,0.3475966231083801,0,1,1
2021-01-12,0.39714148285095213,-0.0003305423006310093,0.04544361107173686,-0.0003305423006301918,0.552675363643622,0.3446039303094995,0,1,1
2021-01-13,0.19567125057238233,-0.02825385844108297,0.0406555407462006,-0.028253858441082576,0.5475587673690815,0.34234176547579065,0,1,1
2021-01-14,0.2463510425011508,0.007587514317274113,0.03890349394083258,0.007587514317272916,0.5283776531525164,0.3394489557336704,0,1,1
2021-01-15,-0.12741415944306786,-0.052893112438471945,0.042464692144825046,-0.05289311243847102,0.5178962656339758,0.336527506142541,0,1,1
2021-01-19,-0.05487043480286109,0.010600247900412363,0.04507525166939463,0.0106002479004118,0.5095860279858994,0.3329082128418998,0,1,1
2021-01-20,0.22603083600453466,0.04028775694185871,0.04539546497550307,0.04028775694185793,0.5027991762312609,0.32950271681991755,0,1,1
2021-01-21,0.1783285384525879,-0.006391063890669457,0.045814074480069036,-0.006391063890668021,0.4937237682971822,0.3260570883793145,0,1,1
2021-01-22,0.04200831437224494,-0.01896436373728605,0.04629252540076545,-0.018964363737287313,0.4980749903402071,0.3223960941996687,0,1,1
2021-01-25,-0.07161402753656412,-0.015849248535639404,0.04833056098606187,-0.01584924853563887,0.49162815419985534,0.31890358559066223,0,1,1
2021-01-26,-0.056070345685579503,0.002529797359247077,0.04995627074748015,0.0025297973592474546,0.49280704995960206,0.31498473015182715,0,1,1
2021-01-27,-0.3290580139870881,-0.03832589602543557,0.054115223182045605,-0.03832589602543604,0.48036165727829144,0.3114073947620331,0,1,1
2021-01-28,0.003738481191455648,0.047440892811791535,0.05485080549038155,0.047440892811791834,0.47742596600301657,0.30814806334785577,0,1,1
2021-01-29,0.003154593514519196,0.00031704664340637123,0.05539443279670156,0.00031704664340686953,0.47214333674807646,0.30475813315005273,0,1,1
2021-02-01,0.37091568825301874,0.052462596014276386,0.05545369895345161,0.05246259601427613,0.47896151025166306,0.3013938795990895,0,1,1
2021-02-02,0.021233562627624318,-0.04886500046583997,0.052001517590814374,-0.048865000465840754,0.46035372787806905,0.29757524770969124,0,1,1
2021-02-03,0.07820025811488243,0.008522817153460593,0.04651489334242116,0.008522817153460429,0.46565823318687327,0.2948448573501544,0,1,1
2021-02-04,-0.08849790830832807,-0.023016282335685645,0.038626464735922995,-0.023016282335683976,0.4608786069979616,0.29223897471995947,0,1,1
2021-02-05,0.0771306405300822,0.023712683449480743,0.029031824703948772,0.023712683449479566,0.455643138428032,0.2898502204600603,0,1,1
2021-02-08,0.13327098759296246,0.008432077964385165,0.02617527592168578,0.008432077964385451,0.4610919237053447,0.2871990428347449,0,1,1
2021-02-09,0.09875643417865008,-0.004339634711659102,0.024315280188388536,-0.00433963471165783,0.4565062123564033,0.2853320017087344,0,1,1
2021-02-10,0.0936577430608211,-0.00021410778409602926,0.02218333878389947,-0.00021410778409830696,0.47917496433732387,0.2833830322968163,0,1,1
2021-02-11,-0.006729767035250225,-0.013535924280394518,0.0218284371153239,-0.013535924280393654,0.49792492952324624,0.2817937592356843,0,1,1
2021-02-12,0.05237545237429058,0.008702742829183485,0.02104885857821409,0.008702742829184285,0.49831873885137895,0.2808758954989154,0,1,1
2021-02-16,-0.003310812697522118,-0.00729587100480078,0.02011828123447472,-0.007295871004801561,0.5117913262378316,0.27992844362250924,0,1,1
2021-02-17,-0.22850627907931145,-0.03112462923823589,0.02108587791644726,-0.031124629238236202,0.5144023961779948,0.27967112614009426,0,1,1
2021-02-18,-0.336647109965565,-0.015042576317002343,0.022725516017172178,-0.015042576317001323,0.49960495278665457,0.27916738441901057,0,1,1
2021-02-19,-0.20972978071200013,0.017773259583928613,0.022833765492652862,0.017773259583927968,0.5007233254778891,0.2791427096536895,0,1,1
2021-02-22,0.2742903914033384,0.06758384564511832,0.02489786741738378,0.06758384564511924,0.46991387461747536,0.2800103332619847,0,1,1
2021-02-23,0.12323056026356177,-0.020791140413295217,0.02513932552079024,-0.0207911404132963,0.3853169522655393,0.2812763366943691,0,1,1
2021-02-24,0.21520216880941206,0.013240996965591556,0.02599958424564483,0.01324099696559073,0.5137545580491475,0.2843127664042702,0,1,1
2021-02-25,0.01545955787313476,-0.027410760297899905,0.022795191409018596,-0.027410760297899406,0.46778933161398834,0.28719202843702246,0,1,1
