Date,z_score,spread_change,spread_vol_20,spread_ret,adf_p_252,hurst_252,adf_stationary,hurst_mr,regime_score,y
2020-12-31,0.4381640750120019,-0.0013929364396938,0.0027438254726011,-0.0013929364396938,0.5066633249574232,0.4232972439990761,0,1,1,0
2021-01-04,0.1621182098945632,-0.0074104155514356,0.0036295920352167,-0.0074104155514357,0.5027686590832218,0.4229716017266345,0,1,1,0
2021-01-05,-0.0534312426670108,-0.0058008407855814,0.0050773316981637,-0.0058008407855813,0.4892035018428544,0.4226380687881306,0,1,1,0
2021-01-06,-0.4317411131643817,-0.0101717042487257,0.0075379002720559,-0.0101717042487258,0.4666155356977299,0.4215925833650418,0,1,1,0
2021-01-07,-0.9260236579269292,-0.0133625232211462,0.0111583149205817,-0.0133625232211462,0.458725027329986,0.4193451916356236,0,1,1,0
2021-01-08,-0.8791342912904482,0.0011103883960839,0.0134306492931915,0.001110388396084,0.4595504455809908,0.4153488128605905,0,1,1,0
2021-01-11,-1.3272940303348124,-0.0123053174739977,0.0166573602788889,-0.0123053174739978,0.4632800728844306,0.4127786705015236,0,1,1,0
2021-01-12,-1.1170279437112476,0.0054285333645651,0.018300954470086,0.0054285333645653,0.2267022089902211,0.4093847446365916,0,1,1,0
2021-01-13,-1.133935757235399,-0.0006851349469751,0.0194553358949067,-0.0006851349469751,0.2159925466350346,0.4079174366407536,0,1,1,0
2021-01-14,-1.2263387341562848,-0.0027598960502595,0.0207202350716514,-0.0027598960502597,0.2190156659719482,0.4072626354149844,0,1,1,0
2021-01-15,-1.4339270411334974,-0.0059703722325847,0.0219144378501335,-0.0059703722325845,0.2282839956908333,0.4072596833061991,0,1,1,0
2021-01-19,-1.79742482088618,-0.0104387540096153,0.0236820812936216,-0.0104387540096156,0.2499546470954221,0.4078312712849978,0,1,1,1
2021-01-20,-1.8696962588073212,-0.0025758090335132,0.025002095498192,-0.0025758090335131,0.3018104998839204,0.4085043905151611,0,1,1,1
2021-01-21,-1.8331915828417469,0.0004320471447116,0.0258948803598163,0.0004320471447116,0.3202340013557287,0.4099418523280592,0,1,1,1
